temp;r_ntc;u_adc;adc_value;resolution
197,297089522;0,6161266386346791;3,2565047595801806;4043;0,94980497677
196,367935184;0,6279069767441907;3,2556992921649988;4042;0,929154337953
195,458604419;0,6396931452610719;3,254893824749817;4041;0,90933076455
194,568317677;0,6514851485148521;3,254088357334635;4040;0,890286741899
193,696339397;0,6632829908393185;3,2532828899194532;4039;0,871978280784
192,841974798;0,6750866765725583;3,2524774225042714;4038;0,854364598944
192,004566961;0,6868962100569684;3,2516719550890896;4037;0,837407836311
191,183494162;0,6987115956392458;3,2508664876739077;4036;0,821072799897
190,378167427;0,7105328376703868;3,250061020258726;4035;0,805326734819
189,588028308;0,722359940505698;3,249255552843544;4034;0,79013911839
188,812546834;0,7341929085048378;3,248450085428362;4033;0,775481474622
188,051219627;0,7460317460317434;3,2476446180131804;4032;0,761327206824
187,303568181;0,7578764574547248;3,2468391505979985;4031;0,747651446292
186,569137265;0,7697270471464019;3,2460336831828167;4030;0,734430915295
185,847493462;0,7815835194837468;3,245228215767635;4029;0,721643802841
185,138223811;0,7934458788480623;3,244422748352453;4028;0,709269651832
184,440934554;0,8053141296250343;3,243617280937271;4027;0,697289256436
183,755249986;0,8171882762046696;3,2428118135220894;4026;0,685684568595
183,080811373;0,8290683229813682;3,2420063461069075;4025;0,674438612759
182,417275965;0,8409542743538718;3,2412008786917257;4024;0,663535407997
181,764316068;0,852846134725326;3,240395411276544;4023;0,652959896774
181,121618188;0,8647439085032282;3,239589943861362;4022;0,642697879716
180,488882232;0,8766476000994801;3,23878447644618;4021;0,632735955816
179,865820765;0,8885572139303453;3,2379790090309983;4020;0,623061467527
179,252158315;0,900472754416523;3,2371735416158165;4019;0,613662450316
178,647630728;0,9123942259830746;3,2363680742006347;4018;0,604527586239
178,051984567;0,924321633059497;3,2355626067854524;4017;0,595646161186
177,464976542;0,9362549800796804;3,2347571393702705;4016;0,587008025451
176,886372984;0,9481942714819402;3,2339516719550887;4015;0,57860355734
176,315949355;0,9601395117090166;3,233146204539907;4014;0,570423629541
175,753489777;0,9720907052080745;3,232340737124725;4013;0,562459578019
175,198786604;0,984047856430704;3,231535269709543;4012;0,554703173223
174,65164001;0,9960109698329618;3,2307298022943614;4011;0,547146593394
174,11185761;1,0079800498753084;3,2299243348791795;4010;0,539782399811
173,579254097;1,0199551010227026;3,2291188674639977;4009;0,532603513817
173,053650901;1,031936127744507;3,228313400048816;4008;0,525603195448
172,534875878;1,043923134514603;3,227507932633634;4007;0,51877502359
172,022763;1,0559161258112866;3,226702465218452;4006;0,512112877474
171,517152081;1,0679151061173517;3,2258969978032703;4005;0,505610919466
171,017888502;1,0799200799200799;3,2250915303880885;4004;0,499263579006
170,524822964;1,091931051711219;3,2242860629729067;4003;0,493065537621
170,037811249;1,103948025987005;3,223480595557725;4002;0,487011714942
169,556713993;1,1159710072481919;3,222675128142543;4001;0,481097255627
169,081396476;1,128000000000001;3,221869660727361;4000;0,475317517132
168,611728418;1,140035008752193;3,2210641933121793;3999;0,469668058277
168,14758379;1,152076038019006;3,2202587258969975;3998;0,46414462852
167,688840632;1,1641230923192383;3,2194532584818156;3997;0,458743157928
167,235380884;1,1761761761761758;3,218647791066634;3996;0,453459747746
166,787090222;1,1882352941176442;3,217842323651452;3995;0,448290661571
166,343857905;1,2003004506760089;3,21703685623627;3994;0,44323231705
165,905576627;1,212371650388175;3,2162313888210883;3993;0,438281278083
165,47214238;1,2244488977955872;3,2154259214059064;3992;0,43343424749
165,04345432;1,236532197444251;3,2146204539907246;3991;0,428688060121
164,619414643;1,2486215538847112;3,2138149865755428;3990;0,424039676358
164,199928467;1,2607169716720945;3,213009519160361;3989;0,419486176004
163,784903715;1,2728184553660984;3,212204051745179;3988;0,415024752521
163,374251007;1,2849260095309705;3,2113985843299973;3987;0,410652707592
162,967883561;1,2970396387355712;3,2105931169148154;3986;0,406367446
162,56571709;1,3091593475533214;3,2097876494996336;3985;0,402166470785
162,167669712;1,3212851405622446;3,2089821820844517;3984;0,398047378676
161,773661856;1,3334170223449662;3,20817671466927;3983;0,394007855769
161,383616182;1,3455549974887038;3,207371247254088;3982;0,390045673444
160,997457498;1,3576990705852772;3,2065657798389062;3981;0,386158684503
160,615112678;1,3698492462311607;3,2057603124237244;3980;0,382344819515
160,236510595;1,3820055290273892;3,2049548450085426;3979;0,378602083349
159,861582043;1,3941679235796833;3,2041493775933607;3978;0,374928551902
159,490259674;1,4063364344983662;3,203343910178179;3977;0,371322368983
159,122477931;1,4185110663983944;3,202538442762997;3976;0,367781743371
158,758172985;1,4306918238993687;3,201732975347815;3975;0,36430494602
158,397282677;1,442878711625565;3,2009275079326334;3974;0,3608903074
158,039746462;1,4550717342058932;3,2001220405174515;3973;0,357536214981
157,685505352;1,4672708962739174;3,1993165731022697;3972;0,354241110841
157,334501862;1,4794762024678876;3,198511105687088;3971;0,351003489389
156,986679967;1,4916876574307292;3,197705638271906;3970;0,347821895205
156,641985046;1,5039052658100325;3,196900170856724;3969;0,34469492098
156,30036384;1,5161290322580632;3,1960947034415423;3968;0,341621205565
155,961764408;1,5283589614318145;3,1952892360263605;3967;0,338599432103
155,626136082;1,5405950579929446;3,1944837686111787;3966;0,335628326261
155,293429427;1,5528373266078184;3,193678301195997;3965;0,332706654533
154,963596205;1,5650857719475282;3,192872833780815;3964;0,329833222642
154,636589331;1,5773403986878627;3,192067366365633;3963;0,327006873991
154,312362843;1,589601211509338;3,1912618989504513;3962;0,324226488212
153,990871863;1,6018682150971981;3,1904564315352695;3961;0,321490979762
153,672072566;1,614141414141414;3,1896509641200876;3960;0,318799296594
153,355922147;1,6264208133367057;3,188845496704906;3959;0,316150418882
153,04237879;1,6387064173825203;3,188040029289724;3958;0,313543357811
152,731401635;1,650998230983064;3,187234561874542;3957;0,310977154411
152,422950757;1,6632962588473226;3,1864290944593603;3956;0,308450878453
152,116987129;1,675600505688999;3,1856236270441785;3955;0,305963627382
151,813472604;1,6879109762266076;3,1848181596289966;3954;0,303514525312
151,512369882;1,7002276751834;3,1840126922138148;3953;0,301102722047
151,21364249;1,71255060728745;3,183207224798633;3952;0,29872739216
150,917254756;1,7248797772715792;3,182401757383451;3951;0,2963877341
150,623171786;1,7372151898734207;3,1815962899682693;3950;0,294082969344
150,331359445;1,7495568498353977;3,1807908225530874;3949;0,29181234158
150,041784329;1,7619047619047652;3,1799853551379056;3948;0,289575115932
149,754413751;1,7742589308335475;3,1791798877227238;3947;0,287370578202
149,469215717;1,7866193613786112;3,178374420307542;3946;0,285198034163
149,186158908;1,7989860583016446;3,17756895289236;3945;0,283056808867
148,905212662;1,8113590263691677;3,1767634854771782;3944;0,280946245982
148,626346954;1,823738270352522;3,1759580180619964;3943;0,278865707168
148,349532383;1,836123795027902;3,1751525506468146;3942;0,276814571462
148,074740148;1,8485156051763545;3,1743470832316327;3941;0,274792234697
147,801942039;1,8609137055837588;3,173541615816451;3940;0,272798108944
147,531110417;1,873318101040878;3,172736148401269;3939;0,270831621974
147,262218201;1,8857287963433174;3,171930680986087;3938;0,268892216739
146,99523885;1,8981457962915875;3,1711252135709054;3937;0,266979350879
146,730146354;1,910569105691062;3,1703197461557235;3936;0,265092496241
146,466915215;1,9229987293519675;3,1695142787405417;3935;0,263231138424
146,205520439;1,9354346720894768;3,16870881132536;3934;0,261394776337
145,945937517;1,9478769387236161;3,167903343910178;3933;0,259582921771
145,688142418;1,9603255340793475;3,167097876494996;3932;0,257795098997
145,432111574;1,9727804629865173;3,1662924090798144;3931;0,256030844367
145,177821868;1,9852417302798977;3,1654869416646325;3930;0,254289705938
144,925250625;1,9977093407991866;3,1646814742494507;3929;0,25257124311
144,674375598;2,0101832993889976;3,163876006834269;3928;0,250875026271
144,425174962;2,022663610898901;3,163070539419087;3927;0,249200636462
144,177627297;2,0351502801833927;3,162265072003905;3926;0,247547665051
143,931711583;2,047643312101906;3,1614596045887233;3925;0,245915713419
143,687407191;2,0601427115188624;3,1606541371735415;3924;0,244304392655
143,444693867;2,072648483303597;3,1598486697583597;3923;0,24271332327
143,203551733;2,085160632330447;3,159043202343178;3922;0,241142134909
142,963961266;2,097679163478703;3,158237734927996;3921;0,239590466086
142,725903303;2,1102040816326575;3,157432267512814;3920;0,238057963917
142,489359019;2,1227353916815486;3,1566268000976323;3919;0,236544283872
142,254309929;2,135273098519655;3,1558213326824505;3918;0,235049089527
142,020737877;2,147817207046212;3,1550158652672686;3917;0,233572052333
141,788625025;2,1603677221654767;3,154210397852087;3916;0,232112851384
141,557953852;2,172924648786723;3,153404930436905;3915;0,230671173202
141,328707141;2,1854879918242256;3,152599463021723;3914;0,229246711523
141,100867974;2,19805775619729;3,1517939956065413;3913;0,227839167091
140,874419726;2,2106339468302707;3,1509885281913594;3912;0,226448247464
140,649346059;2,2232165686525223;3,1501830607761776;3911;0,225073666817
140,425630914;2,235805626598461;3,1493775933609958;3910;0,223715145764
140,203258502;2,2484011256075753;3,148572125945814;3909;0,222372411172
139,982213306;2,261003070624361;3,147766658530632;3908;0,221045195996
139,762480067;2,27361146659841;3,1469611911154503;3907;0,219733239103
139,544043782;2,286226318484383;3,1461557237002684;3906;0,21843628512
139,326889698;2,298847631241993;3,1453502562850866;3905;0,217154084267
139,111003306;2,311475409836068;3,1445447888699047;3904;0,215886392216
138,896370336;2,324109659236485;3,143739321454723;3903;0,214632969937
138,682976752;2,336750384418246;3,142933854039541;3902;0,213393583558
138,470808748;2,3493975903614457;3,1421283866243592;3901;0,212168004231
138,25985274;2,362051282051282;3,1413229192091774;3900;0,210956007993
138,050095364;2,374711464478067;3,1405174517939956;3899;0,209757375642
137,841523472;2,387378142637247;3,1397119843788137;3898;0,208571892611
137,634124123;2,400051321529382;3,138906516963632;3897;0,207399348847
137,427884584;2,412731006160166;3,13810104954845;3896;0,20623953869
137,222792323;2,425417201540439;3,137295582133268;3895;0,205092260768
137,018835006;2,4381099126861856;3,1364901147180864;3894;0,203957317878
136,816000489;2,450809144618545;3,1356846473029045;3893;0,202834516885
136,61427682;2,4635149023638245;3,1348791798877227;3892;0,201723668616
136,413652232;2,476227190953484;3,134073712472541;3891;0,20062458776
136,21411514;2,488946015424161;3,133268245057359;3890;0,199537092773
136,015654134;2,501671380817691;3,132462777642177;3889;0,198461005778
135,818257981;2,514403292181074;3,1316573102269953;3888;0,197396152481
135,621915619;2,5271417545665082;3,1308518428118135;3887;0,196342362075
135,426616152;2,539886773031399;3,1300463753966317;3886;0,195299467157
135,232348848;2,5526383526383487;3,12924090798145;3885;0,194267303647
135,039103138;2,565396498455199;3,128435440566268;3884;0,193245710701
134,846868607;2,5781612155549887;3,127629973151086;3883;0,192234530635
134,655634998;2,590932509015974;3,1268245057359043;3882;0,191233608849
134,465392204;2,603710383921671;3,1260190383207225;3881;0,190242793753
134,276130268;2,616494845360826;3,1252135709055406;3880;0,18926193669
134,087839376;2,6292858984274323;3,124408103490359;3879;0,188290891874
133,90050986;2,642083548220734;3,123602636075177;3878;0,187329516313
133,71413219;2,654887799845245;3,122797168659995;3877;0,186377669748
133,528696975;2,6676986584107287;3,1219917012448133;3876;0,185435214588
133,344194959;2,6805161290322603;3,1211862338296315;3875;0,184502015848
133,160617018;2,6933402168301535;3,1203807664144496;3874;0,183577941082
132,977954158;2,7061709269300245;3,1195752989992678;3873;0,182662860334
132,796197512;2,7190082644628113;3,118769831584086;3872;0,181756646072
132,615338339;2,7318522345647116;3,117964364168904;3871;0,180859173136
132,43536802;2,744702842377257;3,1171588967537223;3870;0,179970318683
132,256278058;2,7575600930472994;3,1163534293385404;3869;0,179089962132
132,078060073;2,7704239917269944;3,1155479619233586;3868;0,178217985116
131,900705801;2,783294543573829;3,1147424945081768;3867;0,17735427143
131,724207094;2,796171753750645;3,113937027092995;3866;0,17649870698
131,548555915;2,809055627425616;3,113131559677813;3865;0,175651179741
131,373744335;2,8219461697722603;3,1123260922626312;3864;0,174811579706
131,199764536;2,8348433859694584;3,1115206248474494;3863;0,173979798842
131,026608805;2,847747281201446;3,1107151574322676;3862;0,173155731048
130,854269533;2,860657860657864;3,1099096900170857;3861;0,172339272111
130,682739213;2,8735751295336764;3,109104222601904;3860;0,171530319665
130,51201044;2,8864990930292835;3,1082987551867216;3859;0,170728773149
130,342075906;2,8994297563504405;3,1074932877715398;3858;0,169934533772
130,172928402;2,9123671247083176;3,106687820356358;3857;0,169147504467
130,004560812;2,9253112033195023;3,105882352941176;3856;0,168367589862
129,836966116;2,9382619974059665;3,1050768855259943;3855;0,167594696239
129,670137384;2,9512195121951192;3,1042714181108124;3854;0,166828731498
129,504067779;2,964183752919798;3,1034659506956306;3853;0,166069605126
129,338750551;2,977154724818275;3,1026604832804487;3852;0,165317228159
129,174179038;2,9901324331342503;3,101855015865267;3851;0,164571513152
129,010346664;3,003116883116883;3,101049548450085;3850;0,163832374147
128,847246937;3,016108080020789;3,1002440810349032;3849;0,163099726641
128,68487345;3,029106029106032;3,0994386136197214;3848;0,162373487554
128,523219874;3,042110735638155;3,0986331462045396;3847;0,161653575202
128,362279965;3,0551222048882005;3,0978276787893577;3846;0,160939909269
128,202047554;3,0681404421326386;3,097022211374176;3845;0,160232410774
128,042516552;3,0811654526534906;3,096216743958994;3844;0,159531002046
127,883680946;3,0941972417382253;3,095411276543812;3843;0,1588356067
127,725534796;3,1072358146798535;3,0946058091286304;3842;0,158146149605
127,568072239;3,120281176776886;3,0938003417134485;3841;0,157462556866
127,411287483;3,133333333333333;3,0929948742982667;3840;0,156784755791
127,255174808;3,146392289658767;3,092189406883085;3839;0,156112674871
127,099728565;3,1594580510682606;3,091383939467903;3838;0,155446243756
126,944943171;3,1725306228824595;3,090578472052721;3837;0,154785393232
126,790813116;3,18561001042753;3,0897730046375393;3836;0,154130055197
126,637332954;3,1986962190352006;3,0889675372223575;3835;0,153480162639
126,484497304;3,211789254042773;3,0881620698071757;3834;0,152835649617
126,332300853;3,2248891207931107;3,087356602391994;3833;0,152196451236
126,180738349;3,2379958246346505;3,086551134976812;3832;0,15156250363
126,029804605;3,2511093709214336;3,08574566756163;3831;0,150933743939
125,879494495;3,264229765013053;3,0849402001464483;3830;0,150310110291
125,729802953;3,277357012274748;3,0841347327312665;3829;0,149691541783
125,580724975;3,29049111807733;3,0833292653160846;3828;0,149077978461
125,432255613;3,303632087797225;3,082523797900903;3827;0,148469361302
125,284389981;3,3167799268165163;3,081718330485721;3826;0,1478656322
125,137123247;3,3299346405228807;3,080912863070539;3825;0,14726673394
124,990450637;3,343096234309619;3,0801073956553573;3824;0,146672610189
124,844367432;3,356264713575721;3,0793019282401755;3823;0,146083205476
124,698868966;3,369440083725801;3,0784964608249936;3822;0,145498465175
124,553950631;3,3826223501701085;3,077690993409812;3821;0,144918335492
124,409607867;3,3958115183246127;3,07688552599463;3820;0,144342763446
124,265836171;3,4090075936108963;3,076080058579448;3819;0,143771696855
124,122631086;3,4222105814562624;3,0752745911642663;3818;0,143205084321
123,979988211;3,4354204872936904;3,0744691237490844;3817;0,142642875218
123,837903191;3,4486373165618476;3,0736636563339026;3816;0,142085019673
123,696371723;3,4618610747051095;3,0728581889187208;3815;0,141531468556
123,555389549;3,4750917671735717;3,072052721503539;3814;0,140982173465
123,414952463;3,4883293994230264;3,071247254088357;3813;0,14043708671
123,275056301;3,5015739769150067;3,0704417866731752;3812;0,139896161307
123,13569695;3,5148255051167645;3,0696363192579934;3811;0,139359350957
122,99687034;3,5280839895013116;3,0688308518428116;3810;0,138826610038
122,858572447;3,5413494355473905;3,0680253844276297;3809;0,138297893595
122,720799289;3,554621848739494;3,067219917012448;3808;0,137773157321
122,583546932;3,5679012345679046;3,066414449597266;3807;0,137252357553
122,446811481;3,581187598528637;3,065608982182084;3806;0,136735451254
122,310589085;3,5944809461235185;3,0648035147669024;3805;0,136222396006
122,174875935;3,6077812828601457;3,0639980473517205;3804;0,135713149999
122,039668263;3,6210886142519083;3,0631925799365387;3803;0,135207672019
121,904962341;3,634402945817989;3,062387112521357;3802;0,134705921434
121,770754483;3,6477242830834022;3,061581645106175;3801;0,134207858192
121,63704104;3,6610526315789462;3,060776177690993;3800;0,133713442804
121,503818404;3,674387996841272;3,0599707102758114;3799;0,133222636336
121,371083003;3,687730384412845;3,0591652428606295;3798;0,132735400401
121,238831306;3,7010797998419833;3,0583597754454477;3797;0,132251697148
121,107059817;3,71443624868282;3,057554308030266;3796;0,131771489251
120,975765077;3,7277997364953848;3,056748840615084;3795;0,131294739905
120,844943664;3,741170268845549;3,055943373199902;3794;0,130821412812
120,714592192;3,7545478513050403;3,0551379057847203;3793;0,130351472175
120,584707309;3,7679324894514723;3,0543324383695385;3792;0,129884882688
120,4552857;3,7813241888683766;3,0535269709543567;3791;0,129421609531
120,326324082;3,794722955145117;3,052721503539175;3790;0,128961618355
120,197819206;3,808128793877017;3,051916036123993;3789;0,128504875283
120,069767859;3,821541710665255;3,051110568708811;3788;0,128051346893
119,942166859;3,8349617111169785;3,0503051012936293;3787;0,127601000217
119,815013056;3,848388800845221;3,0494996338784475;3786;0,127153802732
119,688303334;3,8618229854689545;3,0486941664632656;3785;0,12670972235
119,562034607;3,87526427061311;3,047888699048084;3784;0,126268727413
119,43620382;3,888712661908535;3,047083231632902;3783;0,125830786685
119,310807951;3,9021681649920676;3,04627776421772;3782;0,125395869347
119,185844006;3,915630785506485;3,0454722968025383;3781;0,124963944986
119,061309022;3,9291005291005323;3,0446668293873564;3780;0,124534983592
118,937200066;3,942577401428947;3,0438613619721746;3779;0,124108955552
118,813514235;3,9560614081524648;3,0430558945569928;3778;0,12368583164
118,690248652;3,969552554937782;3,042250427141811;3777;0,123265583012
118,567400471;3,983050847457627;3,041444959726629;3776;0,122848181203
118,444966873;3,9965562913907284;3,0406394923114473;3775;0,122433598115
118,322945067;4,010068892421836;3,0398340248962654;3774;0,122021806016
118,201332289;4,023588656241714;3,0390285574810836;3773;0,121612777533
118,080125803;4,037115588547195;3,0382230900659017;3772;0,121206485645
117,9593229;4,0506496950411055;3,03741762265072;3771;0,120802903679
117,838920894;4,064190981432356;3,036612155235538;3770;0,120402005301
117,71891713;4,077739453435919;3,0358066878203562;3769;0,120003764517
117,599308974;4,091295116772823;3,0350012204051744;3768;0,11960815566
117,480093821;4,104857977170166;3,0341957529899926;3767;0,119215153393
117,361269088;4,118428040361122;3,0333902855748107;3766;0,118824732695
117,242832219;4,132005312084992;3,032584818159629;3765;0,118436868865
117,124780682;4,145589798087139;3,031779350744447;3764;0,118051537508
117,007111967;4,159181504119051;3,030973883329265;3763;0,117668714539
116,889823591;4,172780435938335;3,0301684159140834;3762;0,117288376171
116,772913092;4,186386599308699;3,0293629484989015;3761;0,116910498916
116,656378033;4,200000000000001;3,0285574810837197;3760;0,116535059575
116,540215997;4,213620643788245;3,027752013668538;3759;0,116162035239
116,424424594;4,2272485364555585;3,026946546253356;3758;0,11579140328
116,309001453;4,240883683790262;3,026141078838174;3757;0,115423141349
116,193944225;4,254526091586799;3,0253356114229923;3756;0,115057227373
116,079250586;4,268175765645803;3,0245301440078105;3755;0,114693639548
115,964918229;4,281832711774104;3,0237246765926287;3754;0,114332356335
115,850944873;4,295496935784705;3,022919209177447;3753;0,113973356459
115,737328254;4,309168443496801;3,022113741762265;3752;0,113616618901
115,624066131;4,322847240735802;3,021308274347083;3751;0,1132621229
115,511156283;4,336533333333335;3,0205028069319013;3750;0,112909847941
115,398596509;4,35022672712723;3,0196973395167195;3749;0,112559773758
115,286384629;4,363927427961583;3,0188918721015376;3748;0,112211880329
115,174518481;4,3776354416866825;3,018086404686356;3747;0,11186614787
115,062995924;4,3913507741591005;3,017280937271174;3746;0,111522556833
114,951814836;4,405073431241656;3,016475469855992;3745;0,111181087903
114,840973115;4,418803418803424;3,0156700024408103;3744;0,110841721993
114,730468674;4,432540742719748;3,0148645350256285;3743;0,110504440243
114,62029945;4,4462854088722565;3,0140590676104466;3742;0,110169224015
114,510463395;4,46003742314889;3,013253600195265;3741;0,109836054889
114,400958481;4,473796791443851;3,012448132780083;3740;0,109504914662
114,291782695;4,487563519657658;3,011642665364901;3739;0,109175785344
114,182934046;4,50133761369716;3,0108371979497193;3738;0,108848649153
114,074410558;4,5151190794755145;3,0100317305345374;3737;0,108523488517
113,966210272;4,528907922912208;3,0092262631193556;3736;0,108200286064
113,858331247;4,542704149933067;3,0084207957041738;3735;0,107879024626
113,75077156;4,556507766470272;3,007615328288992;3734;0,107559687229
113,643529303;4,570318778462367;3,00680986087381;3733;0,107242257099
113,536602585;4,584137191854233;3,0060043934586282;3732;0,10692671765
113,429989533;4,597963012597159;3,0051989260434464;3731;0,106613052488
113,323688287;4,611796246648799;3,0043934586282646;3730;0,106301245406
113,217697007;4,625636899973183;3,0035879912130827;3729;0,105991280379
113,112013865;4,639484978540772;3,002782523797901;3728;0,105683141567
113,006637052;4,653340488328412;3,001977056382719;3727;0,105376813306
112,901564772;4,667203435319378;3,001171588967537;3726;0,105072280111
112,796795245;4,681073825503351;3,0003661215523554;3725;0,10476952667
112,692326707;4,694951664876475;2,9995606541371735;3724;0,104468537843
112,588157409;4,708836959441312;2,9987551867219917;3723;0,104169298659
112,484285614;4,7227297152068815;2,99794971930681;3722;0,103871794315
112,380709604;4,7366299381886545;2,997144251891628;3721;0,10357601017
112,277427672;4,750537634408602;2,996338784476446;3720;0,10328193175
112,174438128;4,764452809895136;2,9955333170612644;3719;0,102989544738
112,071739293;4,778375470683159;2,9947278496460825;3718;0,102698834974
111,969329504;4,792305622814095;2,9939223822309007;3717;0,102409788457
111,867207113;4,80624327233584;2,993116914815719;3716;0,102122391339
111,765370483;4,820188425302822;2,992311447400537;3715;0,101836629921
111,663817992;4,834141087775983;2,991505979985355;3714;0,101552490657
111,562548032;4,848101265822783;2,9907005125701733;3713;0,101269960147
111,461559007;4,86206896551724;2,9898950451549915;3712;0,100989025135
111,360849334;4,876044192939906;2,9890895777398097;3711;0,100709672512
111,260417445;4,890026954177903;2,988284110324628;3710;0,100431889309
111,160261782;4,904017255324889;2,987478642909446;3709;0,100155662696
111,060380802;4,918015102481117;2,986673175494264;3708;0,0998809799813
110,960772974;4,9320205017534375;2,9858677080790823;3707;0,0996078286106
110,861436778;4,946033459255262;2,9850622406639005;3706;0,0993361961626
110,762370707;4,96005398110661;2,9842567732487186;3705;0,099066070349
110,663573268;4,974082073434128;2,983451305833537;3704;0,0987974390121
110,565042978;4,988117742371047;2,982645838418355;3703;0,0985302901233
110,466778366;5,0021609940572676;2,9818403710031727;3702;0,0982646117815
110,368777974;5,016211834639284;2,981034903587991;3701;0,0980003922108
110,271040354;5,030270270270271;2,980229436172809;3700;0,0977376197603
110,173564072;5,044336307110031;2,979423968757627;3699;0,0974762829002
110,076347701;5,058409951325045;2,9786185013424453;3698;0,0972163702227
109,979389831;5,07249120908845;2,9778130339272635;3697;0,0969578704384
109,882689059;5,086580086580087;2,9770075665120816;3696;0,0967007723764
109,786243994;5,100676589986472;2,9762020990969;3695;0,0964450649814
109,690053256;5,114780725500815;2,975396631681718;3694;0,0961907373128
109,594115478;5,128892499323041;2,974591164266536;3693;0,0959377785439
109,4984293;5,143011917659802;2,9737856968513543;3692;0,0956861779587
109,402993375;5,157138986724467;2,9729802294361725;3691;0,0954359249529
109,307806366;5,171273712737127;2,9721747620209906;3690;0,0951870090296
109,212866946;5,185416101924636;2,971369294605809;3689;0,0949394198008
109,118173799;5,199566160520609;2,970563827190627;3688;0,0946931469841
109,023725619;5,213723894765394;2,969758359775445;3687;0,0944481804017
108,929521109;5,227889310906132;2,9689528923602633;3686;0,0942045099797
108,835558983;5,242062415196748;2,9681474249450814;3685;0,0939621257468
108,741837965;5,256243213897939;2,9673419575298996;3684;0,0937210178316
108,648356789;5,270431713277219;2,9665364901147178;3683;0,0934811764632
108,555114197;5,284627919608903;2,965731022699536;3682;0,093242591969
108,462108942;5,2988318391741345;2,964925555284354;3681;0,0930052547734
108,369339786;5,31304347826087;2,9641200878691722;3680;0,0927691553969
108,276805502;5,3272628431639015;2,9633146204539904;3679;0,0925342844546
108,184504869;5,3414899401848785;2,9625091530388086;3678;0,0923006326556
108,092436678;5,355724775632306;2,9617036856236267;3677;0,0920681908014
108,000599729;5,369967355821546;2,960898218208445;3676;0,0918369497845
107,908992828;5,384217687074829;2,960092750793263;3675;0,0916069005879
107,817614794;5,398475775721289;2,9592872833780812;3674;0,0913780342835
